institution_id,macro_category,count,institution_name
I132118926,Molecular Simulation,1,Austrian Institute of Technology
I1321296531,Volume Rendering & Immersive Tech,2,National Institute of Standards and Technology
I1321826891,Network Security & Anomaltic,1,eBay (Ireland)
I1322731696,Graph Visualization & Text Mining,2,Centraal Bureau voor de Statistiek
I132369690,Visual Programming & ML,1,Tianjin University of Science and Technology
I1324682000,Causality & Temporal Analysis,1,Regenstrief Institute
I1324682000,Social & Biomedical Analytics,1,Regenstrief Institute
I1324840837,Graph Visualization & Text Mining,2,Hewlett-Packard (United States)
I1324840837,High-Dimensional Data Analysis,2,Hewlett-Packard (United States)
I1324840837,Imaging & Display Technology,1,Hewlett-Packard (United States)
I1324840837,Social & Biomedical Analytics,1,Hewlett-Packard (United States)
I1325736334,Social & Biomedical Analytics,1,Battelle
I1325736334,Volume Rendering & Immersive Tech,1,Battelle
I1325784139,Graph Visualization & Text Mining,1,Yahoo (United Kingdom)
I1325886976,Graph Visualization & Text Mining,2,Siemens (Germany)
I1325886976,Volume Rendering & Immersive Tech,1,Siemens (Germany)
I1326498283,Causality & Temporal Analysis,2,Institut national de recherche en informatique et en automatique
I1326498283,Geospatial & Seismic Vis,3,Institut national de recherche en informatique et en automatique
I1326498283,Graph Visualization & Text Mining,13,Institut national de recherche en informatique et en automatique
I1326498283,High-Dimensional Data Analysis,8,Institut national de recherche en informatique et en automatique
I1326498283,Perception & Uncertainty Vis,10,Institut national de recherche en informatique et en automatique
I1326498283,Social & Biomedical Analytics,5,Institut national de recherche en informatique et en automatique
I1326498283,Visual Programming & ML,5,Institut national de recherche en informatique et en automatique
I1326498283,Volume Rendering & Immersive Tech,29,Institut national de recherche en informatique et en automatique
I1327163397,Graph Visualization & Text Mining,4,State University of New York
I1327163397,High-Dimensional Data Analysis,2,State University of New York
I1327163397,Imaging & Display Technology,3,State University of New York
I1327163397,Molecular Simulation,1,State University of New York
I1327163397,Visual Programming & ML,3,State University of New York
I1327163397,Volume Rendering & Immersive Tech,29,State University of New York
I1327237609,Visual Programming & ML,1,Ministry of Education of the People's Republic of China
I1328775524,Visual Programming & ML,1,Zhejiang Sci-Tech University
I1329219376,Volume Rendering & Immersive Tech,2,National Federation of the Blind
I1329325741,High-Dimensional Data Analysis,1,Philips (Finland)
I1329325741,Volume Rendering & Immersive Tech,2,Philips (Finland)
I132976966,Volume Rendering & Immersive Tech,1,Universität für Weiterbildung Krems
I1330347796,Graph Visualization & Text Mining,1,United States Department of Defense
I1330589705,Visual Programming & ML,1,National Center for Health Statistics
I1332737386,Graph Visualization & Text Mining,1,General Electric (United States)
I1332737386,Perception & Uncertainty Vis,1,General Electric (United States)
I1332737386,Visual Programming & ML,2,General Electric (United States)
I1332737386,Volume Rendering & Immersive Tech,1,General Electric (United States)
I1333198813,Volume Rendering & Immersive Tech,1,Bundeskriminalamt
I1333535994,Perception & Uncertainty Vis,1,University of North Carolina Health Care
I1333535994,Volume Rendering & Immersive Tech,1,University of North Carolina Health Care
I1334627681,Graph Visualization & Text Mining,1,Jet Propulsion Laboratory
I1334627681,Volume Rendering & Immersive Tech,1,Jet Propulsion Laboratory
I133543626,High-Dimensional Data Analysis,1,Harvey Mudd College
I133731052,High-Dimensional Data Analysis,1,University of Helsinki
I133738476,Geospatial & Seismic Vis,1,University of Massachusetts Lowell
I133738476,High-Dimensional Data Analysis,2,University of Massachusetts Lowell
I133738476,Imaging & Display Technology,1,University of Massachusetts Lowell
I133738476,Social & Biomedical Analytics,1,University of Massachusetts Lowell
I133738476,Visual Programming & ML,1,University of Massachusetts Lowell
I1338124936,Graph Visualization & Text Mining,3,American Museum of Natural History
I1338135719,Graph Visualization & Text Mining,1,Centre for Addiction and Mental Health
I133836048,Social & Biomedical Analytics,1,Royal Veterinary College
I13402291,Volume Rendering & Immersive Tech,1,Joanneum Research
I134113660,Network Security & Anomaltic,1,"University of Nevada, Reno"
I1341412227,Graph Visualization & Text Mining,8,IBM (United States)
I1341412227,High-Dimensional Data Analysis,7,IBM (United States)
I1341412227,Imaging & Display Technology,1,IBM (United States)
I1341412227,Network Security & Anomaltic,1,IBM (United States)
I1341412227,Social & Biomedical Analytics,4,IBM (United States)
I1341412227,Topological Data Analysis,1,IBM (United States)
I1341412227,Visual Programming & ML,8,IBM (United States)
I1341412227,Volume Rendering & Immersive Tech,4,IBM (United States)
I134161618,High-Dimensional Data Analysis,1,National Taiwan Normal University
I1341640284,High-Dimensional Data Analysis,1,Centrum Wiskunde & Informatica
I1341640284,Visual Programming & ML,1,Centrum Wiskunde & Informatica
I1341640284,Volume Rendering & Immersive Tech,4,Centrum Wiskunde & Informatica
I134235054,High-Dimensional Data Analysis,1,Sabancı Üniversitesi
I1342911587,Visual Programming & ML,1,Oracle (United States)
I1343180700,Causality & Temporal Analysis,1,Intel (United States)
I1343180700,Perception & Uncertainty Vis,1,Intel (United States)
I1343180700,Visual Programming & ML,1,Intel (United States)
I1343180700,Volume Rendering & Immersive Tech,5,Intel (United States)
I1343190059,Causality & Temporal Analysis,1,VRVis GmbH (Austria)
I1343190059,Geospatial & Seismic Vis,2,VRVis GmbH (Austria)
I1343190059,Graph Visualization & Text Mining,1,VRVis GmbH (Austria)
I1343190059,High-Dimensional Data Analysis,20,VRVis GmbH (Austria)
I1343190059,Imaging & Display Technology,8,VRVis GmbH (Austria)
I1343190059,Molecular Simulation,3,VRVis GmbH (Austria)
I1343190059,Network Security & Anomaltic,2,VRVis GmbH (Austria)
I1343190059,Perception & Uncertainty Vis,3,VRVis GmbH (Austria)
I1343190059,Social & Biomedical Analytics,3,VRVis GmbH (Austria)
I1343190059,Topological Data Analysis,1,VRVis GmbH (Austria)
I1343190059,Visual Programming & ML,6,VRVis GmbH (Austria)
I1343190059,Volume Rendering & Immersive Tech,24,VRVis GmbH (Austria)
I1343551460,Visual Programming & ML,2,The University of Texas MD Anderson Cancer Center
I1343551460,Volume Rendering & Immersive Tech,1,The University of Texas MD Anderson Cancer Center
I1343871089,Geospatial & Seismic Vis,4,Los Alamos National Laboratory
I1343871089,Graph Visualization & Text Mining,2,Los Alamos National Laboratory
I1343871089,High-Dimensional Data Analysis,7,Los Alamos National Laboratory
I1343871089,Imaging & Display Technology,3,Los Alamos National Laboratory
I1343871089,Molecular Simulation,1,Los Alamos National Laboratory
I1343871089,Perception & Uncertainty Vis,1,Los Alamos National Laboratory
I1343871089,Visual Programming & ML,4,Los Alamos National Laboratory
I1343871089,Volume Rendering & Immersive Tech,8,Los Alamos National Laboratory
I1344073410,Visual Programming & ML,1,Howard Hughes Medical Institute
I134446601,Causality & Temporal Analysis,1,Berkeley College
I134446601,Graph Visualization & Text Mining,1,Berkeley College
I134446601,Perception & Uncertainty Vis,1,Berkeley College
I134446601,Volume Rendering & Immersive Tech,2,Berkeley College
I134560555,Graph Visualization & Text Mining,2,Université Toulouse III - Paul Sabatier
I134560555,Visual Programming & ML,2,Université Toulouse III - Paul Sabatier
I134560555,Volume Rendering & Immersive Tech,1,Université Toulouse III - Paul Sabatier
I135140700,High-Dimensional Data Analysis,5,University of Bonn
I135140700,Imaging & Display Technology,1,University of Bonn
I135140700,Perception & Uncertainty Vis,1,University of Bonn
I135140700,Social & Biomedical Analytics,2,University of Bonn
I135140700,Visual Programming & ML,1,University of Bonn
I135140700,Volume Rendering & Immersive Tech,4,University of Bonn
I135191193,Imaging & Display Technology,1,University of Indianapolis
I135191193,Volume Rendering & Immersive Tech,1,University of Indianapolis
I135310074,Graph Visualization & Text Mining,6,University of Wisconsin–Madison
I135310074,High-Dimensional Data Analysis,1,University of Wisconsin–Madison
I135310074,Imaging & Display Technology,5,University of Wisconsin–Madison
I135310074,Molecular Simulation,1,University of Wisconsin–Madison
I135310074,Network Security & Anomaltic,1,University of Wisconsin–Madison
I135310074,Perception & Uncertainty Vis,6,University of Wisconsin–Madison
I135310074,Social & Biomedical Analytics,1,University of Wisconsin–Madison
I135310074,Visual Programming & ML,6,University of Wisconsin–Madison
I135310074,Volume Rendering & Immersive Tech,1,University of Wisconsin–Madison
I135598925,Topological Data Analysis,1,Kyushu University
I136150977,Graph Visualization & Text Mining,1,TE Connectivity (Switzerland)
I136199984,Causality & Temporal Analysis,1,Harvard University
I136199984,Graph Visualization & Text Mining,10,Harvard University
I136199984,High-Dimensional Data Analysis,2,Harvard University
I136199984,Imaging & Display Technology,16,Harvard University
I136199984,Molecular Simulation,1,Harvard University
I136199984,Perception & Uncertainty Vis,2,Harvard University
I136199984,Social & Biomedical Analytics,11,Harvard University
I136199984,Visual Programming & ML,5,Harvard University
I136199984,Volume Rendering & Immersive Tech,10,Harvard University
I137230718,Volume Rendering & Immersive Tech,1,Ingenieurgesellschaft Auto und Verkehr (Germany)
I137265193,Volume Rendering & Immersive Tech,2,University of Chester
I137479271,Perception & Uncertainty Vis,1,Helmholtz Centre for Environmental Research
I137902535,Causality & Temporal Analysis,2,North Carolina State University
I137902535,Graph Visualization & Text Mining,2,North Carolina State University
I137902535,High-Dimensional Data Analysis,2,North Carolina State University
I137902535,Imaging & Display Technology,7,North Carolina State University
I137902535,Network Security & Anomaltic,2,North Carolina State University
I137902535,Visual Programming & ML,1,North Carolina State University
I137902535,Volume Rendering & Immersive Tech,12,North Carolina State University
I138006243,Causality & Temporal Analysis,1,University of Arizona
I138006243,Graph Visualization & Text Mining,3,University of Arizona
I138006243,High-Dimensional Data Analysis,3,University of Arizona
I138006243,Imaging & Display Technology,2,University of Arizona
I138006243,Perception & Uncertainty Vis,1,University of Arizona
I138006243,Topological Data Analysis,5,University of Arizona
I138006243,Visual Programming & ML,6,University of Arizona
I138006243,Volume Rendering & Immersive Tech,4,University of Arizona
I13805885,Imaging & Display Technology,1,Vaughn College of Aeronautics and Technology
I13805885,Network Security & Anomaltic,1,Vaughn College of Aeronautics and Technology
I13805885,Perception & Uncertainty Vis,1,Vaughn College of Aeronautics and Technology
I13805885,Volume Rendering & Immersive Tech,2,Vaughn College of Aeronautics and Technology
I138211613,Volume Rendering & Immersive Tech,4,Austrian Academy of Sciences
I138285227,Causality & Temporal Analysis,1,Agilent Technologies (United States)
I138285227,Molecular Simulation,2,Agilent Technologies (United States)
I138285227,Visual Programming & ML,1,Agilent Technologies (United States)
I138801177,Volume Rendering & Immersive Tech,1,University of Ulster
I138898306,Volume Rendering & Immersive Tech,1,Reichman University
I139084617,Volume Rendering & Immersive Tech,1,Hiroshima Institute of Technology
I139264467,Graph Visualization & Text Mining,2,Seoul National University
I139264467,High-Dimensional Data Analysis,4,Seoul National University
I139264467,Imaging & Display Technology,1,Seoul National University
I139264467,Social & Biomedical Analytics,1,Seoul National University
I139264467,Topological Data Analysis,1,Seoul National University
I139264467,Visual Programming & ML,1,Seoul National University
I139264467,Volume Rendering & Immersive Tech,3,Seoul National University
I13955877,Visual Programming & ML,1,Bar-Ilan University
I139660479,Graph Visualization & Text Mining,4,Central South University
I139660479,High-Dimensional Data Analysis,8,Central South University
I139660479,Imaging & Display Technology,1,Central South University
