author_id,institution_id,n_papers_with_inst,display_name,ror,country_code,city,region,latitude,longitude,geo_cluster
A5000497037,I59553526,2,Stony Brook University,https://ror.org/05qghxh33,US,Stony Brook,,40.92565155029297,-73.14093780517578,1
A5000530055,I39470171,1,University of Ontario Institute of Technology,https://ror.org/016zre027,CA,Oshawa,Ontario,43.944847106933594,-78.8917007446289,1
A5000555892,I1343190059,14,VRVis GmbH (Austria),https://ror.org/02xyxvc90,AT,Vienna,,48.20848846435547,16.372079849243164,6
A5000586573,I4210114115,1,IBM Research - Thomas J. Watson Research Center,https://ror.org/0265w5591,US,Yorktown Heights,,41.27093124389648,-73.77763366699219,1
A5000588866,I139660479,1,Central South University,https://ror.org/00f1zfq44,CN,Changsha,,28.198740005493164,112.97087097167967,18
A5000594918,I4665924,1,University of Rostock,https://ror.org/03zdwsf69,DE,Rostock,,54.08869934082031,12.14048957824707,6
A5000602540,I97018004,2,Stanford University,https://ror.org/00f54p054,US,Stanford,,37.424110412597656,-122.16607666015624,9
A5000611152,I184842277,1,Maharishi International University,https://ror.org/00qv5rb32,US,Fairfield,,41.00862884521485,-91.9626693725586,1
A5000621096,I1294671590,1,Centre National de la Recherche Scientifique,https://ror.org/02feahw73,FR,Paris,,48.85340881347656,2.34879994392395,14
A5000622960,I1343190059,3,VRVis GmbH (Austria),https://ror.org/02xyxvc90,AT,Vienna,,48.20848846435547,16.372079849243164,6
A5000623954,I2801851002,1,Harvard University Press,https://ror.org/006v7bf86,US,Cambridge,Massachusetts,42.38301467895508,-71.12705993652344,1
A5000624130,I20089843,1,Princeton University,https://ror.org/00hx57361,US,Princeton,,40.34872055053711,-74.65904998779297,1
A5000626030,I4210104735,1,Sandia National Laboratories,https://ror.org/01apwpt12,US,Albuquerque,,35.08449172973633,-106.65113830566406,19
A5000630402,I173498003,2,Palo Alto Research Center,https://ror.org/0529fxt39,US,Palo Alto,California,37.40271759033203,-122.1479949951172,9
A5000643470,I114027177,1,University of North Carolina at Chapel Hill,https://ror.org/0130frc33,US,Chapel Hill,,35.91320037841797,-79.05583953857422,1
A5000644268,I2800006345,1,Leiden University Medical Center,https://ror.org/05xvt9f17,NL,Leiden,,52.158329010009766,4.493060111999512,6
A5000687536,I1343871089,8,Los Alamos National Laboratory,https://ror.org/01e41cf67,US,Los Alamos,,35.88808059692383,-106.30696868896484,19
A5000695235,I189712700,1,University of Konstanz,https://ror.org/0546hnb39,DE,Konstanz,,47.66033172607422,9.175820350646973,6
A5000695313,I1343190059,18,VRVis GmbH (Austria),https://ror.org/02xyxvc90,AT,Vienna,,48.20848846435547,16.372079849243164,6
A5000705218,I185443292,1,Wayne State University,https://ror.org/01070mq45,US,Detroit,,42.33142852783203,-83.0457534790039,1
A5000755776,I4432739,22,University of Bergen,https://ror.org/03zga2b32,NO,Bergen,,60.39299011230469,5.324150085449219,20
A5000811068,I157725225,1,University of Illinois Urbana-Champaign,https://ror.org/047426m28,US,Urbana,,40.110591888427734,-88.20726776123047,1
A5000813954,I102134673,5,Linköping University,https://ror.org/05ynxx418,SE,Linköping,,58.410858154296875,15.621569633483888,6
A5000815980,I102149020,1,University of North Carolina at Charlotte,https://ror.org/04dawnj30,US,Charlotte,,35.227088928222656,-80.84313201904297,1
A5000816378,I135310074,2,University of Wisconsin–Madison,https://ror.org/01y2jtd41,US,Madison,,43.07305145263672,-89.40122985839844,1
A5000854921,I22465464,1,University of Münster,https://ror.org/00pd74e08,DE,Münster,,51.96236038208008,7.6257100105285645,6
A5000858152,I130828816,3,University of Leeds,https://ror.org/024mrxd33,GB,Leeds,,53.796478271484375,-1.5478500127792358,6
A5000885442,I130442723,2,Universidade Federal do Rio Grande do Sul,https://ror.org/041yk2d64,BR,Porto Alegre,,-30.03282928466797,-51.23019027709961,21
A5000928551,I145847075,1,TU Wien,https://ror.org/04d836q62,AT,Vienna,,48.20848846435547,16.372079849243164,6
A5000944164,I99065089,2,Tsinghua University,https://ror.org/03cve4549,CN,Beijing,,39.907501220703125,116.39723205566406,7
A5000957988,I1282311441,1,Lawrence Livermore National Laboratory,https://ror.org/041nk4h53,US,Livermore,,37.68186950683594,-121.76801300048828,9
A5001002637,I27837315,1,University of Michigan–Ann Arbor,https://ror.org/00jmfr291,US,Ann Arbor,,42.27756118774414,-83.74088287353516,1
A5001022750,I185443292,1,Wayne State University,https://ror.org/01070mq45,US,Detroit,,42.33142852783203,-83.0457534790039,1
A5001029563,I55538621,1,China Jiliang University,https://ror.org/05v1y0t93,CN,Hangzhou,,30.319089889526367,120.36405181884766,8
A5001041797,I177725633,1,Chinese University of Hong Kong,https://ror.org/00t33hh48,CN,Hong Kong,,22.419721603393555,114.20679473876952,5
A5001050773,I67415387,1,Lancaster University,https://ror.org/04f2nsd36,GB,Lancaster,,54.04648971557617,-2.799880027770996,6
A5001091537,I1295339012,1,Boeing (United States),https://ror.org/04sm5zn07,US,Chicago,,41.85002899169922,-87.6500473022461,1
A5001128245,I84218800,2,"University of California, Davis",https://ror.org/05rrcem69,US,Davis,,38.5449104309082,-121.74051666259766,9
A5001140149,I212119943,1,University of Victoria,https://ror.org/04s5mat29,CA,Victoria,,48.4359016418457,-123.35154724121094,3
A5001170144,I100930933,1,University College Dublin,https://ror.org/05m7pjf47,IE,Dublin,,53.33306121826172,-6.248889923095703,6
A5001186358,I1343190059,2,VRVis GmbH (Austria),https://ror.org/02xyxvc90,AT,Vienna,,48.20848846435547,16.372079849243164,6
A5001225767,I52357470,1,The Ohio State University,https://ror.org/00rs6vg23,US,Columbus,,39.961181640625,-82.99878692626953,1
A5001227061,I79576946,1,University of Pennsylvania,https://ror.org/00b30xv10,US,Philadelphia,,39.9523811340332,-75.16361999511719,1
A5001235418,I102134673,1,Linköping University,https://ror.org/05ynxx418,SE,Linköping,,58.410858154296875,15.621569633483888,6
A5001239748,I170201317,1,University of Pittsburgh,https://ror.org/01an3r305,US,Pittsburgh,,40.44062042236328,-79.99588775634766,1
A5001240653,I197323543,1,Johannes Gutenberg University Mainz,https://ror.org/023b0x485,DE,Mainz,,49.98419189453125,8.27910041809082,6
A5001277224,I137902535,1,North Carolina State University,https://ror.org/04tj63d06,US,Raleigh,,35.772098541259766,-78.63861083984375,1
A5001281792,I136199984,1,Harvard University,https://ror.org/03vek6s52,US,Cambridge,,42.375099182128906,-71.1056137084961,1
A5001287137,I129604602,1,University of Sydney,https://ror.org/0384j8v12,AU,Sydney,,-33.86785125732422,151.2073211669922,15
A5001305620,I1283103587,1,AT&T (United States),https://ror.org/02bbd5539,US,Bedminster,New Jersey,40.669578552246094,-74.63646697998047,1
A5001331464,I100621029,1,Bank of America,https://ror.org/006tvg625,US,Charlotte,North Carolina,35.22685241699219,-80.84210968017578,1
A5001353590,I169521973,1,University of New Mexico,https://ror.org/05fs6jp91,US,Albuquerque,,35.08449172973633,-106.65113830566406,19
A5001362069,I4210138551,1,University Hospital Magdeburg,https://ror.org/03m04df46,DE,Magdeburg,,52.10097122192383,11.617555618286133,6
A5001421168,I219193219,2,Purdue University West Lafayette,https://ror.org/02dqehb95,US,West Lafayette,,40.42586898803711,-86.90807342529297,1
A5001469241,I86987016,2,KTH Royal Institute of Technology,https://ror.org/026vcq606,SE,Stockholm,,59.32938003540039,18.06871032714844,6
A5001472452,I4210124503,1,Fraunhofer Institute for Machine Tools and Forming Technology,https://ror.org/026taa863,DE,Chemnitz,,50.81425094604492,12.926292419433594,6
A5001490449,I181369854,1,Friedrich-Alexander-Universität Erlangen-Nürnberg,https://ror.org/00f7hpc57,DE,Erlangen,,49.59098815917969,11.007829666137695,6
A5001531096,I111979921,2,Northwestern University,https://ror.org/000e0be47,US,Evanston,,42.041141510009766,-87.6900634765625,1
A5001531117,I55712492,2,Zhejiang University of Technology,https://ror.org/02djqfd08,CN,Hangzhou,,30.29364967346191,120.1614227294922,8
A5001536494,I201448701,5,University of Washington,https://ror.org/00cvxb145,US,Seattle,,47.60620880126953,-122.33206939697266,3
A5001552541,I98358874,1,Delft University of Technology,https://ror.org/02e2c7k09,NL,Delft,,52.00667190551758,4.355559825897217,6
A5001555038,I76130692,1,Zhejiang University,https://ror.org/00a2xv884,CN,Hangzhou,,30.29364967346191,120.1614227294922,8
A5001598072,I4210152878,1,Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences,https://ror.org/04z8jg394,DE,Potsdam,,52.39886093139648,13.06566047668457,6
A5001617768,I189712700,2,University of Konstanz,https://ror.org/0546hnb39,DE,Konstanz,,47.66033172607422,9.175820350646973,6
A5001619806,I4210133369,1,Decision Sciences (United States),https://ror.org/03gcvf773,US,Fort Walton Beach,Florida,30.44859313964844,-86.61835479736328,-1
A5001647607,I100066346,2,University of Stuttgart,https://ror.org/04vnq7t77,DE,Stuttgart,,48.782318115234375,9.177020072937012,6
A5001649622,I212119943,5,University of Victoria,https://ror.org/04s5mat29,CA,Victoria,,48.4359016418457,-123.35154724121094,3
A5001665107,I100066346,1,University of Stuttgart,https://ror.org/04vnq7t77,DE,Stuttgart,,48.782318115234375,9.177020072937012,6
A5001670475,I188538660,1,University of Colorado Boulder,https://ror.org/02ttsq026,US,Boulder,,40.014991760253906,-105.2705535888672,22
A5001673922,I84218800,1,"University of California, Davis",https://ror.org/05rrcem69,US,Davis,,38.5449104309082,-121.74051666259766,9
A5001682523,I32971472,1,Yale University,https://ror.org/03v76x132,US,New Haven,,41.30815124511719,-72.92816162109375,1
A5001706587,I114027177,1,University of North Carolina at Chapel Hill,https://ror.org/0130frc33,US,Chapel Hill,,35.91320037841797,-79.05583953857422,1
A5001709267,I200870766,1,Brookhaven National Laboratory,https://ror.org/02ex6cf31,US,Upton,,40.86954116821289,-72.88677215576172,1
A5001722956,I18014758,1,Simon Fraser University,https://ror.org/0213rcc28,CA,Burnaby,,49.266361236572266,-122.95262908935548,3
A5001733506,I185103710,1,"University of California, Santa Cruz",https://ror.org/03s65by71,US,Santa Cruz,,36.97412109375,-122.03079986572266,9
A5001741248,I4210091341,1,Novartis (China),https://ror.org/00fxgea47,CN,Beijing,,40.207298278808594,116.23381805419922,7
A5001741970,I57206974,1,New York University,https://ror.org/0190ak572,US,New York,,40.71427154541016,-74.00596618652344,1
A5001759991,I18014758,1,Simon Fraser University,https://ror.org/0213rcc28,CA,Burnaby,,49.266361236572266,-122.95262908935548,3
A5001856150,I114027177,1,University of North Carolina at Chapel Hill,https://ror.org/0130frc33,US,Chapel Hill,,35.91320037841797,-79.05583953857422,1
A5001876683,I189712700,2,University of Konstanz,https://ror.org/0546hnb39,DE,Konstanz,,47.66033172607422,9.175820350646973,6
A5001882662,I1326498283,1,Institut national de recherche en informatique et en automatique,https://ror.org/02kvxyf05,FR,Le Chesnay-Rocquencourt,,48.820499420166016,2.1310999393463135,14
A5001919573,I100066346,1,University of Stuttgart,https://ror.org/04vnq7t77,DE,Stuttgart,,48.782318115234375,9.177020072937012,6
A5001935193,I223532165,1,University of Utah,https://ror.org/03r0ha626,US,Salt Lake City,,40.760780334472656,-111.89105224609376,0
A5001954632,I76130692,1,Zhejiang University,https://ror.org/00a2xv884,CN,Hangzhou,,30.29364967346191,120.1614227294922,8
A5001959280,I4210135397,1,Zentrum für Foren in der Grafischen Datenverarbeitung,https://ror.org/030chcw72,DE,Darmstadt,,49.87246322631836,8.6506929397583,6
A5001966756,I69048370,6,Renaissance Computing Institute,https://ror.org/01s91ey96,US,Chapel Hill,,35.91320037841797,-79.05583953857422,1
A5002000124,I56858762,2,Universidad Nacional del Sur,https://ror.org/028crwz56,AR,Bahía Blanca,,-38.71760177612305,-62.26544952392578,23
A5002018688,I111979921,1,Northwestern University,https://ror.org/000e0be47,US,Evanston,,42.041141510009766,-87.6900634765625,1
A5002022224,I74973139,1,Carnegie Mellon University,https://ror.org/05x2bcf33,US,Pittsburgh,,40.44062042236328,-79.99588775634766,1
A5002030068,I1324840837,2,Hewlett-Packard (United States),https://ror.org/059rn9488,US,Palo Alto,California,37.41238021850586,-122.1487274169922,9
A5002037883,I2799798094,1,UCLA Health,https://ror.org/01d88se56,US,Los Angeles,,34.05223083496094,-118.24368286132812,11
A5002044808,I1343871089,1,Los Alamos National Laboratory,https://ror.org/01e41cf67,US,Los Alamos,,35.88808059692383,-106.30696868896484,19
A5002135895,I139660479,2,Central South University,https://ror.org/00f1zfq44,CN,Changsha,,28.198740005493164,112.97087097167967,18
A5002141920,I9617848,2,Universitat Politècnica de Catalunya,https://ror.org/03mb6wj31,ES,Barcelona,,41.388790130615234,2.158989906311035,24
A5002142835,I27837315,1,University of Michigan–Ann Arbor,https://ror.org/00jmfr291,US,Ann Arbor,,42.27756118774414,-83.74088287353516,1
A5002176646,I219193219,2,Purdue University West Lafayette,https://ror.org/02dqehb95,US,West Lafayette,,40.42586898803711,-86.90807342529297,1
A5002184980,I197347611,1,Korea University,https://ror.org/047dqcg40,KR,Seoul,,37.56600189208984,126.97840118408205,25
A5002197352,I174306211,1,Technion – Israel Institute of Technology,https://ror.org/03qryx823,IL,Haifa,,32.81840896606445,34.98849868774414,26
A5002221227,I1283103587,2,AT&T (United States),https://ror.org/02bbd5539,US,Bedminster,New Jersey,40.669578552246094,-74.63646697998047,1
A5002268742,I4210151791,1,Genomics (United Kingdom),https://ror.org/053a6xa29,GB,Oxford,,51.75258255004883,-1.2669517993927002,6
A5002279044,I189712700,3,University of Konstanz,https://ror.org/0546hnb39,DE,Konstanz,,47.66033172607422,9.175820350646973,6
A5002293239,I162577319,1,The University of Texas at Dallas,https://ror.org/049emcs32,US,Richardson,,32.94818115234375,-96.72972106933594,27
A5002329355,I116953780,1,Tongji University,https://ror.org/03rc6as71,CN,Shanghai,,31.22221946716309,121.45806121826172,8
A5002371393,I1286704778,1,Rutherford Appleton Laboratory,https://ror.org/03gq8fr08,GB,Didcot,,51.60927963256836,-1.2421400547027588,6
A5002400455,I2800006345,1,Leiden University Medical Center,https://ror.org/05xvt9f17,NL,Leiden,,52.158329010009766,4.493060111999512,6
A5002407766,I145311948,1,Johns Hopkins University,https://ror.org/00za53h95,US,Baltimore,,39.29037857055664,-76.61219024658203,1
A5002413127,I15766117,1,University of Graz,https://ror.org/01faaaf77,AT,Graz,,47.06666946411133,15.449999809265137,6
A5002421200,I142606810,1,Pacific Northwest National Laboratory,https://ror.org/05h992307,US,Richland,,46.28569030761719,-119.28446197509766,16
A5002440759,I52357470,3,The Ohio State University,https://ror.org/00rs6vg23,US,Columbus,,39.961181640625,-82.99878692626953,1
A5002453409,I181653535,1,San Diego Supercomputer Center,https://ror.org/04mg3nk07,US,San Diego,,32.7157096862793,-117.16471862792967,11
A5002472395,I121820613,1,Louisiana State University,https://ror.org/05ect4e57,US,Baton Rouge,,30.44331932067871,-91.18746948242188,1
A5002472436,I78577930,1,Columbia University,https://ror.org/00hj8s172,US,New York,,40.71427154541016,-74.00596618652344,1
A5002474982,I56590836,1,Monash University,https://ror.org/02bfwt286,AU,Melbourne,,-37.81399917602539,144.96331787109375,12
A5002516811,I189712700,2,University of Konstanz,https://ror.org/0546hnb39,DE,Konstanz,,47.66033172607422,9.175820350646973,6
A5002524839,I4210099236,1,Kootenay Association for Science & Technology,https://ror.org/011pv9p44,CA,Rossland,British Columbia,49.07619094848633,-117.7970962524414,-1
A5002531689,I59553526,1,Stony Brook University,https://ror.org/05qghxh33,US,Stony Brook,,40.92565155029297,-73.14093780517578,1
A5002534636,I86755215,1,MedStar Health,https://ror.org/05atemp08,US,Columbia,Maryland,39.21844100952149,-76.85684967041016,1
A5002554286,I201448701,1,University of Washington,https://ror.org/00cvxb145,US,Seattle,,47.60620880126953,-122.33206939697266,3
A5002562865,I14243506,1,Hong Kong Polytechnic University,https://ror.org/0030zas98,HK,Hong Kong,,22.2783203125,114.17469024658205,5
A5002575061,I223532165,2,University of Utah,https://ror.org/03r0ha626,US,Salt Lake City,,40.760780334472656,-111.89105224609376,0
A5002586775,I190082696,1,Durham University,https://ror.org/01v29qb04,GB,Durham,,54.76517868041992,-1.5782239437103271,6
A5002625448,I52357470,1,The Ohio State University,https://ror.org/00rs6vg23,US,Columbus,,39.961181640625,-82.99878692626953,1
A5002672249,I189712700,1,University of Konstanz,https://ror.org/0546hnb39,DE,Konstanz,,47.66033172607422,9.175820350646973,6
A5002674092,I59553526,1,Stony Brook University,https://ror.org/05qghxh33,US,Stony Brook,,40.92565155029297,-73.14093780517578,1
A5002685368,I136199984,1,Harvard University,https://ror.org/03vek6s52,US,Cambridge,,42.375099182128906,-71.1056137084961,1
A5002704927,I1326498283,1,Institut national de recherche en informatique et en automatique,https://ror.org/02kvxyf05,FR,Le Chesnay-Rocquencourt,,48.820499420166016,2.1310999393463135,14
